Código Plan,Carrera,Cohorte,Número de alumno,Bloqueo,Causal Bloqueo,RUN,DV,Nombres,Unnamed: 9,Primer Apellido,Segundo Apellido,Logro,Fecha Logro,Última Carga
PH1,Magia,2012-01,535855,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,5210190,8,CRISTÓBAL,NICOLEE,DROGUETT,PACHADO,INGRESO,2012-01,2013-01
PH1,Magia,2012-01,485856,N,Sin Bloqueo,13153887,0,ANABELÉN,VALERIA,LOAIZA,HUENCHUMIL,10 SEMESTRE - EGRESO,2017-01,2017-01
PH1,Magia,2016-01,591202,N,Sin Bloqueo,22737702,0,MARIE,SIGISFREDO,MARTÍNEZ,BALLADARES,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2023-01,2023-01
PH1,Magia,2018-01,453413,S,ALUMNO EGRESADO,17359704,3,KAMYLA,ENEDINA,VILLASANTE,ROQUEFORT,10 SEMESTRE - EGRESO,2023-01,2023-01
PH1,Magia,2013-01,479915,S,ALUMNO EGRESADO,14185806,2,MILEN,MIXALIS,MALLA,SEGUEL,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
WH3,Hechicería,2021-01,460060,N,Sin Bloqueo,17903949,1,RAMIRO,NIGER,UGALDE,ACEITON,6 SEMESTRE,2023-02,2024-02
HP2,Magia,2014-01,534264,N,Sin Bloqueo,16766023,3,AARON,MARIA-BELEN,TAUCARE,INFANTE,INGRESO,2014-01,2014-02
HP2,Magia,2014-01,504218,N,Sin Bloqueo,5109602,3,PAULO,DINA,LOBO,SAENZ,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-01,2022-01
HW2,Magia,2021-01,639232,N,Sin Bloqueo,19322303,3,VLADIMIR,JACOBO,RIVERA,CASTIZAGA,5 SEMESTRE,2024-01,2024-02
HP2,Magia,2014-01,587301,N,Sin Bloqueo,15487297,9,MAXIMIL,ANAI,SANTIAGO,ZACARIAS,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
HP2,Magia,2015-01,403590,S,CAMBIO DE PLAN O CARRERA,7570932,2,LUNA,NAYADED,SELLAO,DEPAUX,2 SEMESTRE,2017-01,2017-02
HW2,Magia,2015-01,396091,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,20383453,2,THEO,FLOR,VILLATORO,SAEZ,3 SEMESTRE,2019-01,2019-01
HP2,Magia,2015-01,467403,S,BLOQUEO POR NO INSCRIPCION,9022301,5,STEFFI,KAMYLA,KASYD,ROSERO,1 SEMESTRE,2015-02,2016-01
HW2,Magia,2018-01,541976,N,Sin Bloqueo,12032667,9,IVANITZA,BASTIÁN,ROSALES,MOORE,INGRESO,2018-01,2018-02
HP2,Magia,2012-01,472677,N,Sin Bloqueo,19119593,7,AYLEEN,LIONEL,BRANTE,OVIEDO,10 SEMESTRE - EGRESO,2017-01,2017-01
WH1,Hechicería,2012-01,380324,S,ALUMNO(A) TITULADO(A),21177489,5,ROBINSON,FLORENCIA,TIZNADO,ALCAYAGA,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2016-02,2016-02
WH1,Hechicería,2012-01,595320,S,ALUMNO CON DEUDA MOROSA,17563055,5,PASCALE,ESTELINDA,VALDÉS,LARRAHONA,1 AÑO,2012-01,2013-01
WH1,Hechicería,2012-01,395305,S,ALUMNO(A) TITULADO(A),23126738,7,GIANITZA,ELFRIEDE,BARRIE,LLAÑA,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2016-02,2016-02
HP2,Magia,2013-01,463923,S,CAMBIO DE PLAN O CARRERA,4551569,3,HADITH,EYLINE,ALBISTUR,SOLANICH,1 SEMESTRE,2013-01,2014-01
WH1,Hechicería,2015-01,393527,S,ALUMNO(A) TITULADO(A),11303320,3,AUDYCH,HELIOT,MONSALVES,LAHSEN,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2019-02,2019-02
WH1,Hechicería,2014-01,616442,N,Sin Bloqueo,6787116,3,NAOMI,NIARUS,PALAVICINO,NOGUES,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2018-02,2018-02
PH1,Magia,2014-01,634062,S,ALUMNO CON DEUDA MOROSA,25633395,K,HEBERT,BRAIRAN,STANKE,FRES,1 SEMESTRE,2015-01,2016-01
PH2,Magia,2014-01,547300,S,ALUMNO CON DEUDA MOROSA,15823707,K,IRIS,ELIACER,VINELLI,MALO,INGRESO,2014-01,2014-01
HP2,Magia,2012-01,626602,S,ALUMNO CON DEUDA MOROSA,11727968,4,FRANK,LORETO,BASCUR,ACUNIS,INGRESO,2012-01,2013-01
HP2,Magia,2013-01,549871,N,Sin Bloqueo,16199791,1,DEISSI,JOYLETT,PLAZA,HOLGADO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-01,2019-01
PH1,Magia,2013-01,519938,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,18370627,K,VIANKA,ANAHI,ZEPEDA,PALTA,1 SEMESTRE,2014-01,2014-02
PH1,Magia,2016-01,634235,S,SUSPENSION DE ESTUDIOS,7016249,K,SIGFRI,ABEL,MATUS DE LA PARRA,STEPPES,INGRESO,2016-01,2016-01
PH1,Magia,2014-01,566996,N,Sin Bloqueo,25072433,6,DELROSARI,ERVANI,BAGU,ÑANCO,INGRESO,2014-01,2014-02
PH1,Magia,2013-01,625956,N,Sin Bloqueo,5827990,5,ELENA,REYNALDO,CARIAGA,QUILAQUEO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2023-01,2023-01
HP2,Magia,2014-01,369312,S,ALUMNO CON DEUDA MOROSA,24206594,1,ANKATU,DOMINGO,BUNOUT,MÁRQUEZ,1 SEMESTRE,2014-02,2015-01
HP2,Magia,2011-01,462401,S,SUSPENSION DE ESTUDIOS,13776906,4,GAMAL,ABDON,URBINA,LLANCAPÁN,INGRESO,2011-01,2011-01
HP2,Magia,2013-01,426979,S,ALUMNO CON DEUDA MOROSA,19068677,0,ANTONIO,DENNIS,TITIRO,UNDURRAGA,1 SEMESTRE,2013-01,2013-02
HP2,Magia,2013-01,590933,N,Sin Bloqueo,10299313,2,KIAYRA,TERESA,DEVIANI,PORTFILTT,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2020-02,2020-02
HP2,Magia,2014-01,417166,N,Sin Bloqueo,15741134,3,LUISPETER,MYKAL,TOLOSA,MERINO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-01,2021-01
HP2,Magia,2014-01,542300,N,Sin Bloqueo,19382401,7,MARIETTA,PALMENIA,CIFUENTES,BAIGORRI,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2020-02,2020-02
WH1,Hechicería,2013-01,647377,N,Sin Bloqueo,14540534,6,JOE,HAYDELI,LABRA,CORDOVA,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2017-02,2017-02
HP2,Magia,2012-01,521641,S,ALUMNO LICENCIADO,16411647,5,DAMARY,ALBÁN,OSPITAL,CAMPS,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2018-01,2018-01
HP2,Magia,2012-01,582586,N,Sin Bloqueo,17258550,2,PASCALLE,MONTSE,CHAIGNEAU,BORLANDO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
WH1,Hechicería,2013-01,549374,S,ALUMNO(A) TITULADO(A),13265569,0,KATHRYNNA,EDGARDO,SEGOVIA,CAYUQUEO,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2017-02,2017-02
HW2,Magia,2019-01,419058,N,Sin Bloqueo,6957418,2,GEORGIN,LLAMILA,DE LA RIVERA,SFEIR,8 SEMESTRE,2024-01,2024-02
HP2,Magia,2012-01,652569,N,Sin Bloqueo,19606011,1,ADRIÁN,EILEEN,MC-NIVEN,ORMAZÁBAL,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-01,2021-01
HP2,Magia,2013-01,420134,N,Sin Bloqueo,16531857,1,MAIKA,VERÓNICA,OXMAN,MACAYA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
HP2,Magia,2014-01,424288,N,Sin Bloqueo,6310234,4,MAURI,SAYEN,MICHEA,COLLAO,10 SEMESTRE - EGRESO,2019-02,2019-02
HP2,Magia,2017-01,464920,S,ALUMNO EGRESADO,15750813,2,EDUARDA,HADITH,MONTERO,ITER,10 SEMESTRE - EGRESO,2022-01,2022-01
HP2,Magia,2013-01,555844,N,Sin Bloqueo,4741277,2,ENRIQ,GEORGIN,BAEZA,ALONSO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2020-02,2020-02
HP2,Magia,2024-01,440105,N,Sin Bloqueo,24438342,6,ROMY,RONALD,CEARDI,CLAVERÍA,1 SEMESTRE,2024-01,2024-02
HP2,Magia,2013-01,625841,S,ALUMNO CON DEUDA MOROSA,25247895,1,RAYSSA,MOIRA,ANTILAO,HUENCHULEO,INGRESO,2013-01,2014-01
HP2,Magia,2015-01,628609,S,ALUMNO CON DEUDA MOROSA,25489541,1,DANNIELA,CAROL,COLMENARES,PINEDA,INGRESO,2015-01,2016-01
HP2,Magia,2013-01,580953,N,Sin Bloqueo,9552567,8,ALLISON,LISSETTT,MONTIVERO,TUTELEERS,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-02,2021-02
HW2,Magia,2017-01,534788,S,ALUMNO EGRESADO,23523413,6,MICAELLA,KALED,BUGMANN,LIENQUEO,10 SEMESTRE - EGRESO,2023-01,2023-01
HW2,Magia,2015-01,433586,S,ALUMNO EGRESADO,21804828,K,ALDOGESU,VIERA,MATTHEWS,RAUFF,10 SEMESTRE - EGRESO,2022-02,2022-02
HP2,Magia,2014-01,453204,N,Sin Bloqueo,25274169,7,ABIGAIL,MAICOL,BEYER,MOSCOSO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-02,2022-02
WH1,Hechicería,2013-01,477399,N,Sin Bloqueo,20407547,4,GIANELLA,ROBERT,ABALOS,DOGGENWEILER,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2018-02,2018-02
PH1,Magia,2014-01,400015,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,18729244,1,RALF,JEFERSON,IRRIBARRA,PASTÉN,3 SEMESTRE,2016-01,2017-01
WH1,Hechicería,2013-01,577397,N,Sin Bloqueo,16208903,8,AMIRA,OLIVIA,GERTOSIO,ARMETTA,INGRESO,2013-01,2013-02
HG1,Programa Especial de Licenciatura en Hechicería,2019-01,437083,N,Sin Bloqueo,17937068,0,ZAIDE,FILIPPO,JADUE,MAYA,SEGUNDO SEMESTRE - GRADO LICENCIADO,2019-02,2019-02
HP2,Magia,2013-01,402092,S,ALUMNO CON DEUDA MOROSA,5169769,4,ROMAN,KRISHNA,BERASAIN,CLAVIJO,INGRESO,2013-01,2014-01
HP2,Magia,2012-01,529755,S,BLOQUEO POR NO INSCRIPCION,9367652,5,STEFANIA,CESÁR,DEL REAL,BALBI,INGRESO,2012-01,
HP2,Magia,2013-01,384932,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,18128084,3,FRANCOIS,SIHOMARA,APAZA,SALGUERO,INGRESO,2013-01,2015-01
WH1,Hechicería,2013-01,380378,S,ALUMNO(A) TITULADO(A),18658541,2,MIRSA,RONY,SALAS,MAMANI,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2017-02,2017-02
HP2,Magia,2014-01,564314,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,7471510,1,AGUSTINA,DARLHYN,GALLEGOS,VALLETTA,1 SEMESTRE,2014-02,2017-01
HP2,Magia,2014-01,597169,S,CAMBIO DE PLAN O CARRERA,12013298,9,LEONELLO,KARENINA,BERTHET,SOLEMAN,2 SEMESTRE,2014-02,2014-02
WH1,Hechicería,2014-01,419425,N,Sin Bloqueo,11887529,K,CRISTIÁN,IGAL,INALAF,JADELL,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2018-02,2018-02
HW2,Magia,2019-01,521019,N,Sin Bloqueo,4338567,1,BETTY,ALDOLFO,CARRARO,SANTILLANA,5 SEMESTRE,2021-01,2021-02
PH1,Magia,2013-01,544898,S,ALUMNO LICENCIADO,9022137,6,BEGOÑA,MIHOVIL,LANDAURO,GARRIGA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-02,2021-02
HW2,Magia,2005-01,650079,S,BLOQUEO POR NO INSCRIPCION,20971411,9,CRISTÓBAL,EYLINE,SOULE,MANSO,INGRESO,2005-01,2005-01
PH1,Magia,2006-01,385122,S,ALUMNO CON DEUDA MOROSA,18663936,5,VALDIVIA,SYLVANA,SUAZO,COBOS,1 SEMESTRE,2006-01,2009-02
HP2,Magia,2012-01,628705,S,CAMBIO DE PLAN O CARRERA,17889301,6,EDMUNDO,NOLGIA,CRUCES,ANGULO,INGRESO,2012-01,2012-02
HW2,Magia,2012-01,516503,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,8601307,6,BRIGITTE,ROMINA,FALCÓN,BARCELÓ,INGRESO,2014-01,2014-02
HW2,Magia,2018-01,478912,S,ALUMNO EGRESADO,5890149,1,GISELL,GIULIANA,TRUJILLOS,MEINHARDT,10 SEMESTRE - EGRESO,2022-02,2022-02
HP1,Magia,1998-01,523498,S,ALUMNO EGRESADO,16742200,2,HERMAN,PRICILA,CARTES,JABRE,QUINTO AÑO- EGRESO,2004-01,2004-01
HP2,Magia,2014-01,568367,N,Sin Bloqueo,20010066,8,DOLORES,LIZZETTE,FISCHER,CABEZAS,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2023-02,2023-02
HP2,Magia,2013-01,584986,N,Sin Bloqueo,12466960,8,FERMIN,KEVYN,AGUIRRE,VILLAGRAN,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2023-02,2023-02
HW2,Magia,2023-01,575392,N,Sin Bloqueo,16200634,1,INES,TANIA,MONRROY,LEVICH,INGRESO,2023-01,2023-01
WH1,Hechicería,2015-01,398507,N,Sin Bloqueo,5192025,7,GLAURA,RAUL,VOLKER,BULL,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2019-02,2019-02
WH1,Hechicería,2012-01,590310,S,ALUMNO CON DEUDA MOROSA,18699901,0,CATHERINA,BRAULIO,AREVALO,ZAMUDIO,1 AÑO,2012-01,2014-01
HP2,Magia,2013-01,620829,S,ALUMNO CON DEUDA MOROSA,13481970,4,IANN,JOEL,ECHEVERRIA,ALVEAR,3 SEMESTRE,2015-02,2015-02
HW2,Magia,2019-01,480030,N,Sin Bloqueo,13852445,7,CRISTINA,ANN,MARIN,JIRON,4 SEMESTRE,2023-02,2024-02
PH1,Magia,2014-01,429042,N,Sin Bloqueo,25618005,K,JENIFER,MHYA,HERRADA,LOYOLA,INGRESO,2014-01,2014-02
PH1,Magia,2013-01,432929,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,21118623,2,URANIA,GIAN,LAVIN,CARRAMIÑANA,INGRESO,2013-01,2014-02
PH1,Magia,2014-01,432051,S,ALUMNO CON DEUDA MOROSA,15454602,7,NATHALIE,JOSEFA,CONTARDO,DEROUT,INGRESO,2014-01,2015-01
PH1,Magia,2013-01,481930,N,Sin Bloqueo,25466626,8,FABIÁN,OLIVIA,ANABALÓN,MAMANI,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-01,2019-01
HW2,Magia,2017-01,413805,S,ALUMNO EGRESADO,24359322,4,MARICELA,ANTONNELLA,WATANABE,SARMIENTO,10 SEMESTRE - EGRESO,2022-01,2022-01
WH3,Hechicería,2019-01,576021,N,Sin Bloqueo,12989739,7,CHAIM,MARÍAPAZ,DI LORENZO,BERLY,10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL,2023-02,2023-02
PH1,Magia,2018-01,572466,S,ALUMNO EGRESADO,18666473,5,HALLEY,LILLIANS,OPAZO,ECHENIQUE,10 SEMESTRE - EGRESO,2022-02,2022-02
PH1,Magia,2018-01,559374,S,ALUMNO EGRESADO,22348428,7,YANIRA,JOSEFINA,ISLA,SALINAS,10 SEMESTRE - EGRESO,2023-02,2023-02
PH1,Magia,2018-01,500412,S,BLOQUEO POR NO INSCRIPCION,25687335,8,AMARIE,ESTELINDA,ORREGO,GERTOSIO,INGRESO,2018-01,2018-02
PH1,Magia,2013-01,535950,S,ALUMNO EGRESADO,10615743,6,LEXSANDRA,MAYELY,HARRIS,ABALOS,10 SEMESTRE - EGRESO,2022-01,2022-01
PH1,Magia,2013-01,568896,N,Sin Bloqueo,6814653,7,AYLINE,GIGLIOLA,NIVIN,ARRUÉ,INGRESO,2013-01,2013-01
HP2,Magia,2013-01,583899,S,ALUMNO CON DEUDA MOROSA,25659351,7,ERNES,PATRIC,PAPAGALLO,VANZETTI,3 SEMESTRE,2014-02,2016-01
PH1,Magia,2012-01,418863,N,Sin Bloqueo,23178674,9,NORMANDINY,PIER,JELDREZ,LABARCA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
PH1,Magia,2015-01,556124,N,Sin Bloqueo,18069191,7,TAHIA,ABIGAIL,MONTELLANO,RIOSECO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2023-02,2023-02
PH1,Magia,2013-01,520905,N,Sin Bloqueo,22121837,6,ANACAREN,ANAHI,LACROIX,REBOLLEDO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-02,2022-02
PH1,Magia,2014-01,519994,S,CAMBIO DE PLAN O CARRERA,6552621,8,EMELINDA,MATILDA,DE SOUZA,MÁNQUEZ,4 SEMESTRE,2016-02,2017-01
PH2,Magia,2014-01,416332,N,Sin Bloqueo,11665624,8,OVIDIO,LITXY,JURLOW,TUKI,10 SEMESTRE - EGRESO,2019-02,2019-02
PH1,Magia,2012-01,440826,N,Sin Bloqueo,20643645,K,CUSTODIO,THIOGO,ESCAMILLA,ESCALONA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2018-02,2018-02
PH1,Magia,2013-01,518925,N,Sin Bloqueo,7768233,5,DIVA,LORENS,ALBANEZ,ORMAZÁBAL,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-01,2021-01
PH1,Magia,2018-01,513473,S,SUSPENSION DE ESTUDIOS,7771704,2,PHILIP,GHISLAINE,ZAPATA,DAUDEN,1 SEMESTRE,2018-02,2019-01
PH1,Magia,2013-01,506919,N,Sin Bloqueo,19049975,9,CLAUDIO,STEICY,VIO,MIQUEL,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
PH1,Magia,2017-01,534315,N,Sin Bloqueo,21624046,9,CLAUDIA,JESSICCA,BASSO,MUNCHMEYER,INGRESO,2017-01,2017-02
PH1,Magia,2014-01,397022,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,5056801,9,EDWARDS,CINDY,ARAVENA,1,2 SEMESTRE,2016-02,2016-02
PH1,Magia,2013-01,383902,S,ALUMNO LICENCIADO,4777164,9,PIERINNA,ISAURA,BIERE,BIGGS,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2018-01,2018-01
PH1,Magia,2013-01,370937,N,Sin Bloqueo,25927337,K,GISLAHINE,ISRAELA,GRASSI,TUDELA,INGRESO,2013-01,2013-02
HP2,Magia,2011-01,458453,S,SUSPENSION DE ESTUDIOS,14429580,6,YAMBIL,YUSSARA,JIMENEZ,WARNER,2 SEMESTRE,2011-02,2012-01
HW2,Magia,2022-01,579278,N,Sin Bloqueo,17515140,3,YANINA,LILLIANS,CATRILEO,BASUALDO,5 SEMESTRE,2024-01,2024-02
HP1,Magia,1998-01,597246,S,BLOQUEO POR NO INSCRIPCION,11818980,7,DILLAN,HECTOR,LA REGLA,LA FLOR,INGRESO,1998-01,1999-02
WH1,Hechicería,2013-01,526387,N,Sin Bloqueo,16222374,1,RENÉE,YULIXZA,RUBINA,SOLEMAN,INGRESO,2013-01,2017-01
HP2,Magia,2012-01,515691,S,CAMBIO DE PLAN O CARRERA,7736709,9,YUYUNIS,HELLEN,ACEVEDO,PONTIGO,INGRESO,2012-01,2012-01
HP2,Magia,2013-01,507947,S,CAMBIO DE PLAN O CARRERA,5466744,6,LILIAN,ANDREI,KAM,BLAWCIAK,7 SEMESTRE,2017-01,2017-02
HW2,Magia,2013-01,473094,N,Sin Bloqueo,15168462,6,NEHEMÍAS,KARIME,PEIÑAN,SELLAO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-01,2021-01
WH1,Hechicería,2013-01,499394,S,ALUMNO(A) TITULADO(A),4138705,8,BRYAN,GALIA,OSSA,BAGINSKY,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2017-02,2017-02
HP2,Magia,2013-01,507964,N,Sin Bloqueo,9655016,K,JENIFFER,DEYSSA,MARTEN,PEDRAZA,5 SEMESTRE,2016-02,2017-01
HP2,Magia,2014-01,486306,N,Sin Bloqueo,5021138,6,HERMOGENES,TANAHE,PALOMINO,TRASLAVIÑA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-01,2022-01
PH1,Magia,2014-01,390011,S,ALUMNO CON DEUDA MOROSA,12161407,9,BRANDON,FÉLIX,GIDI,ALACID,INGRESO,2014-01,2014-02
HP2,Magia,2012-01,373554,S,CAMBIO DE PLAN O CARRERA,22043456,2,OSCAR,DELASM,CEBALLOS,ASSEF,INGRESO,2012-01,2012-01
WH1,Hechicería,2014-01,633446,N,Sin Bloqueo,14829946,5,ISABEL,SIMONEY,CABELLO,MARIN,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2018-02,2018-02
HP2,Magia,2013-01,527851,S,ALUMNO CON DEUDA MOROSA,9299444,1,MATILDE,AMBRO,LARGO,MALLEA,INGRESO,2013-01,2013-01
HP2,Magia,2013-01,493015,N,Sin Bloqueo,5608329,K,VIVIANA,ELSA,PILLADO,AUDALA,INGRESO,2013-01,
HP2,Magia,2013-01,650848,N,Sin Bloqueo,20068136,8,AYLINEE,ZAIDE,MANSO,MANQUELIPE,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-01,2019-01
HP2,Magia,2014-01,638162,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,21416922,9,HECTOR,YADIRA,LARRAECHEA,CALABRÁN,INGRESO,2014-01,2015-01
HP2,Magia,2018-01,379031,S,ALUMNO EGRESADO,25552855,9,GRACIELA,KATTHERINE,ASENJO,KOVACEVIC,10 SEMESTRE - EGRESO,2023-02,2023-02
HP2,Magia,2012-01,588695,S,ALUMNO CON DEUDA MOROSA,14561235,0,SIMONEY,EDITH,PAZ,JULEFF,INGRESO,2012-01,2012-02
HW2,Magia,2023-01,604364,N,Sin Bloqueo,7916630,0,YOVANKA,HERMANN,ARBILDUA,CALVO,2 SEMESTRE,2024-01,2024-02
HW2,Magia,2010-01,618381,S,ALUMNO LICENCIADO,17936009,4,ESTIBALIA,LEONA,GALDAMES,CONCHA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2018-01,2018-01
HP2,Magia,2012-01,634758,S,BLOQUEO POR NO INSCRIPCION,6056965,9,MAKARENA,ÁNGEL,CANEO,OYARZÚN,INGRESO,2012-01,
WH1,Hechicería,2015-01,411497,N,Sin Bloqueo,11103083,0,LEONOR,ADOLFO,CEARDI,UGALDE,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2019-02,2019-02
HP2,Magia,2014-01,634292,S,ALUMNO EGRESADO,6916155,3,ANARELLA,SANDRO,NIÑO DE ZEPEDA,SCHMIDT,10 SEMESTRE - EGRESO,2020-01,2020-01
HP2,Magia,2013-01,482896,N,Sin Bloqueo,18442459,5,SABINE,GERARDO,NÍÑEZ,HEVIA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2020-02,2020-02
WH1,Hechicería,2013-01,374384,N,Sin Bloqueo,21323364,5,NAYADED,SANDRITH,MURILLO,SANDOVAL,1 AÑO,2014-01,2015-01
HP2,Magia,2017-01,634903,N,Sin Bloqueo,9656038,0,INGEBORG,KATHERINNE,GOMA,LLORENS,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2023-02,2023-02
HP2,Magia,2014-01,653377,N,Sin Bloqueo,24134997,7,DELACRUZ,VIRGINI,ROMANO,HERBORN,INGRESO,2014-01,2014-02
PH1,Magia,2013-01,638960,N,Sin Bloqueo,15901910,9,VIARLY,MAIRA,ANDREWARTHA,ARANDA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-01,2022-01
HP2,Magia,2014-01,642246,S,ALUMNO EGRESADO,6996841,1,VERENA,MAGNOLIA,VERNAL,BERMEJO,10 SEMESTRE - EGRESO,2021-01,2021-01
HP2,Magia,2024-01,581291,N,Sin Bloqueo,13117595,1,JOCEYN,VALEZCA,ACEITUNO,O'KUINGHTON,INGRESO,2024-01,
HP2,Magia,2014-01,438296,S,ALUMNO CON DEUDA MOROSA,19887885,6,GISELLE,BYRON,LEBLANC,MELYS,INGRESO,2014-01,2014-02
HW2,Magia,2023-01,393383,N,Sin Bloqueo,17549085,9,IGNAC,JOCSAN,DUMULEF,NIÑO DE ZEPEDA,INGRESO,2023-01,2024-02
HP2,Magia,2013-01,545912,N,Sin Bloqueo,4703554,0,ISRAELA,CELESTE,CALISTO,ATANASSOV,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2020-01,2020-01
PH1,Magia,2012-01,414851,N,Sin Bloqueo,15234522,9,AMPARO,AMIRA,MORRISON,POL,INGRESO,2012-01,2012-02
WH1,Hechicería,2010-01,599210,S,ALUMNO(A) TITULADO(A),22369733,K,EDNA,MILENKA,FARR,LINARES,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2015-02,2015-02
HP2,Magia,2013-01,452126,N,Sin Bloqueo,14082482,5,MALVA,JUDITH,DAWSON,MIMICA,10 SEMESTRE - EGRESO,2020-01,2020-01
HW2,Magia,2013-01,593254,N,Sin Bloqueo,24075015,0,FERDYNANDO,FABIOLA,SARTORIUS,FROSCHKE,INGRESO,2013-01,2013-02
WH1,Hechicería,2014-01,402467,N,Sin Bloqueo,25869424,5,JOHNNY,DANIE,CAMPIÑO,MONGE,10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL,2018-02,2018-02
