RUN,DV,Nombres,"Apellido Paterno","Apellido Materno","Nombre completo",Teléfono,"mail personal","mail institucional"
13076121,2,"ESCARLETH YISMARA",MATAMOROS,VEGA,"ESCARLETH YISMARA MATAMOROS VEGA",,ESCARLETH.MATAMOROS@llimail.kom,ESCARLETH.MATAMOROS@lamejor.cl
14057640,4,"JOHANN SCARLET",ARÁNGUIZ,CALDERÓN,"JOHANN SCARLET ARÁNGUIZ CALDERÓN",,JOHANN.ARÁNGUIZ@llimail.kom,JOHANN.ARÁNGUIZ@lamejor.cl
12949520,0,"MAITE FELIPE","MATUS DE LA PARRA",ARDILES,"MAITE FELIPE MATUS DE LA PARRA ARDILES",,"MAITE.MATUS DE LA PARRA@llimail.kom","MAITE.MATUS DE LA PARRA@lamejor.cl"
21366305,2,"THIARE VIVIANA",JILBERTO,OJEDA,"THIARE VIVIANA JILBERTO OJEDA",,THIARE.JILBERTO@llimail.kom,THIARE.JILBERTO@lamejor.cl
16569361,0,"JUAN POLETT",RENGIFO,NOVA,"JUAN POLETT RENGIFO NOVA",,JUAN.RENGIFO@llimail.kom,JUAN.RENGIFO@lamejor.cl
14608004,4,"KATHERINE STEFANNY",CALDERA,BLANCO,"KATHERINE STEFANNY CALDERA BLANCO",,KATHERINE.CALDERA@llimail.kom,KATHERINE.CALDERA@lamejor.cl
15784770,2,"BASTIAN NAYARETTE",FIGUEROA,MÉNDEZ,"BASTIAN NAYARETTE FIGUEROA MÉNDEZ",,BASTIAN.FIGUEROA@llimail.kom,BASTIAN.FIGUEROA@lamejor.cl
19091359,5,"MATEUS MANUEL",ROCCO,VELASQUEZ,"MATEUS MANUEL ROCCO VELASQUEZ",,MATEUS.ROCCO@llimail.kom,MATEUS.ROCCO@lamejor.cl
20700581,5,"JELITT GISELA",GOMILA,MANQUECURA,"JELITT GISELA GOMILA MANQUECURA",,JELITT.GOMILA@llimail.kom,JELITT.GOMILA@lamejor.cl
20984410,9,"JOSEFA VANIA",IZQUIERDO,QUINTANA,"JOSEFA VANIA IZQUIERDO QUINTANA",,JOSEFA.IZQUIERDO@llimail.kom,JOSEFA.IZQUIERDO@lamejor.cl
14737446,8,"RODRIGO PALOMA",PRIETO,SUNKO,"RODRIGO PALOMA PRIETO SUNKO",,RODRIGO.PRIETO@llimail.kom,RODRIGO.PRIETO@lamejor.cl
16973815,2,"YESENIA ARANZA",ZAMUDIO,MONSALVE,"YESENIA ARANZA ZAMUDIO MONSALVE",,YESENIA.ZAMUDIO@llimail.kom,YESENIA.ZAMUDIO@lamejor.cl
16232817,6,"VALENTYNA BENJAMIN",LEON,CORTES,"VALENTYNA BENJAMIN LEON CORTES",,VALENTYNA.LEON@llimail.kom,VALENTYNA.LEON@lamejor.cl
20337063,3,"EXEQUIEL HALLEY",BEECHER,GUEVARA,"EXEQUIEL HALLEY BEECHER GUEVARA",,EXEQUIEL.BEECHER@llimail.kom,EXEQUIEL.BEECHER@lamejor.cl
12395752,3,"KEVIN ALEXA",TREIMAN,ANIÑIR,"KEVIN ALEXA TREIMAN ANIÑIR",,KEVIN.TREIMAN@llimail.kom,KEVIN.TREIMAN@lamejor.cl
17387404,6,"ARANTZA ISAAC",MELYS,OYARCE,"ARANTZA ISAAC MELYS OYARCE",,ARANTZA.MELYS@llimail.kom,ARANTZA.MELYS@lamejor.cl
13788001,8,"GIULIANA NATALIE","NIÑO DE ZEPEDA",EPELDEGUI,"GIULIANA NATALIE NIÑO DE ZEPEDA EPELDEGUI",,"GIULIANA.NIÑO DE ZEPEDA@llimail.kom","GIULIANA.NIÑO DE ZEPEDA@lamejor.cl"
13294465,7,"ANTONELLA SEBASTIAN",VIGORENA,CAMUS,"ANTONELLA SEBASTIAN VIGORENA CAMUS",,ANTONELLA.VIGORENA@llimail.kom,ANTONELLA.VIGORENA@lamejor.cl
12412122,3,"NAYARET MARTINA",ESPINOZA,VILLANUEVA,"NAYARET MARTINA ESPINOZA VILLANUEVA",,NAYARET.ESPINOZA@llimail.kom,NAYARET.ESPINOZA@lamejor.cl
15618104,3,"CRISTIÁN LYNDA",SANTOS,VILA,"CRISTIÁN LYNDA SANTOS VILA",,CRISTIÁN.SANTOS@llimail.kom,CRISTIÁN.SANTOS@lamejor.cl
13143464,7,"YASSEL DENISE",IRIARTE,CÁRCAMO,"YASSEL DENISE IRIARTE CÁRCAMO",,YASSEL.IRIARTE@llimail.kom,YASSEL.IRIARTE@lamejor.cl
17267669,9,"PRICILA BARDINET",PINO,MORAGA,"PRICILA BARDINET PINO MORAGA",,PRICILA.PINO@llimail.kom,PRICILA.PINO@lamejor.cl
14384616,9,"MIGUEL IVÁN",FERRARI,GREZ,"MIGUEL IVÁN FERRARI GREZ",,MIGUEL.FERRARI@llimail.kom,MIGUEL.FERRARI@lamejor.cl
19322201,8,"STEFANIA ELÍAS",MENARES,LAFUENTE,"STEFANIA ELÍAS MENARES LAFUENTE",,STEFANIA.MENARES@llimail.kom,STEFANIA.MENARES@lamejor.cl
21350375,2,"MATHIAS LIAM",BALANDA,SOTELO,"MATHIAS LIAM BALANDA SOTELO",,MATHIAS.BALANDA@llimail.kom,MATHIAS.BALANDA@lamejor.cl
18289125,3,"MADELINE VENUS",LY,VALDEBENITO,"MADELINE VENUS LY VALDEBENITO",,MADELINE.LY@llimail.kom,MADELINE.LY@lamejor.cl
20045733,7,"STEVEN PASCAL",TUDELA,RETAMAL,"STEVEN PASCAL TUDELA RETAMAL",,STEVEN.TUDELA@llimail.kom,STEVEN.TUDELA@lamejor.cl
14617152,1,"ESTELA VENUS",SUAREZ,VEGA,"ESTELA VENUS SUAREZ VEGA",,ESTELA.SUAREZ@llimail.kom,ESTELA.SUAREZ@lamejor.cl
13194162,8,"SOLEDAD ANDREE",ARÁNGUIZ,PUEBLA,"SOLEDAD ANDREE ARÁNGUIZ PUEBLA",,SOLEDAD.ARÁNGUIZ@llimail.kom,SOLEDAD.ARÁNGUIZ@lamejor.cl
17597565,4,"INTI LESLIE",OROZCO,CHACON,"INTI LESLIE OROZCO CHACON",,INTI.OROZCO@llimail.kom,INTI.OROZCO@lamejor.cl
20066841,0,"FRANKLIN VALENTINA",ABARCIA,ROCCO,"FRANKLIN VALENTINA ABARCIA ROCCO",,FRANKLIN.ABARCIA@llimail.kom,FRANKLIN.ABARCIA@lamejor.cl
21593096,4,"GIULIANA AYLLEEN",BIZAMA,IMILMAQUI,"GIULIANA AYLLEEN BIZAMA IMILMAQUI",,GIULIANA.BIZAMA@llimail.kom,GIULIANA.BIZAMA@lamejor.cl
14829842,3,"VANNEY AGUSTINA",JULEFF,URZÚA,"VANNEY AGUSTINA JULEFF URZÚA",,VANNEY.JULEFF@llimail.kom,VANNEY.JULEFF@lamejor.cl
18635500,0,"ROCIO ALONDRA",BUCHHOLZ,SERRANO,"ROCIO ALONDRA BUCHHOLZ SERRANO",,ROCIO.BUCHHOLZ@llimail.kom,ROCIO.BUCHHOLZ@lamejor.cl
13361722,2,"JOSUE ANAHI",BERGAMASCO,WALTON,"JOSUE ANAHI BERGAMASCO WALTON",,JOSUE.BERGAMASCO@llimail.kom,JOSUE.BERGAMASCO@lamejor.cl
19203449,7,"MORIGNA ANAIZ",MONROY,FAUNDEZ,"MORIGNA ANAIZ MONROY FAUNDEZ",,MORIGNA.MONROY@llimail.kom,MORIGNA.MONROY@lamejor.cl
21101983,4,"ARACELIS CRISTOBAL",BOCIC,MORAGREGA,"ARACELIS CRISTOBAL BOCIC MORAGREGA",,ARACELIS.BOCIC@llimail.kom,ARACELIS.BOCIC@lamejor.cl
18256035,1,"CARMEN ALEXANDRE",TREIMAN,RUIZ,"CARMEN ALEXANDRE TREIMAN RUIZ",,CARMEN.TREIMAN@llimail.kom,CARMEN.TREIMAN@lamejor.cl
17241576,8,"NADIESNA ALANIS",ZEPEDA,OYARCE,"NADIESNA ALANIS ZEPEDA OYARCE",,NADIESNA.ZEPEDA@llimail.kom,NADIESNA.ZEPEDA@lamejor.cl
15300819,K,"PALOMA ESTER",ULLOA,CEDAS,"PALOMA ESTER ULLOA CEDAS",,PALOMA.ULLOA@llimail.kom,PALOMA.ULLOA@lamejor.cl
17060588,3,"MASSIEL AMALIA",WEISS,HUIRCAPÁN,"MASSIEL AMALIA WEISS HUIRCAPÁN",,MASSIEL.WEISS@llimail.kom,MASSIEL.WEISS@lamejor.cl
15526894,0,"SAVKA ABIGAIL",MOTTA,DOMIC,"SAVKA ABIGAIL MOTTA DOMIC",,SAVKA.MOTTA@llimail.kom,SAVKA.MOTTA@lamejor.cl
16750785,5,"MARGARITA ELISEO",AGUAYO,SEURA,"MARGARITA ELISEO AGUAYO SEURA",,MARGARITA.AGUAYO@llimail.kom,MARGARITA.AGUAYO@lamejor.cl
13430459,5,"BETZABE EMILIO",RIQUELME,BUSTAMANTE,"BETZABE EMILIO RIQUELME BUSTAMANTE",,BETZABE.RIQUELME@llimail.kom,BETZABE.RIQUELME@lamejor.cl
15069574,4,"DINA ARACELY",FIGUEROA,FERRER,"DINA ARACELY FIGUEROA FERRER",,DINA.FIGUEROA@llimail.kom,DINA.FIGUEROA@lamejor.cl
20652937,4,"WERNER ALFREDO",SANTOS,NOVOA,"WERNER ALFREDO SANTOS NOVOA",,WERNER.SANTOS@llimail.kom,WERNER.SANTOS@lamejor.cl
19171669,6,"NANCY KARLA",POZO,BARRIOS,"NANCY KARLA POZO BARRIOS",,NANCY.POZO@llimail.kom,NANCY.POZO@lamejor.cl
14617279,2,"CARLO JING",SOLA,CATALÁN,"CARLO JING SOLA CATALÁN",,CARLO.SOLA@llimail.kom,CARLO.SOLA@lamejor.cl
20941683,3,"PAMELA BENNETT",ATENAS,TORO,"PAMELA BENNETT ATENAS TORO",,PAMELA.ATENAS@llimail.kom,PAMELA.ATENAS@lamejor.cl
17233179,4,"MACARENA MAITE",SÁEZ,HENRÍQUEZ,"MACARENA MAITE SÁEZ HENRÍQUEZ",,MACARENA.SÁEZ@llimail.kom,MACARENA.SÁEZ@lamejor.cl
17545143,2,"FRANCHESCA ROCIO",SANGUINETTI,SALINAS,"FRANCHESCA ROCIO SANGUINETTI SALINAS",,FRANCHESCA.SANGUINETTI@llimail.kom,FRANCHESCA.SANGUINETTI@lamejor.cl
20327000,6,"TATIANA LISSETTE",ERICES,AREVALO,"TATIANA LISSETTE ERICES AREVALO",,TATIANA.ERICES@llimail.kom,TATIANA.ERICES@lamejor.cl
16843637,K,"TOMAS JUANITA",CARRIÓN,SALAS,"TOMAS JUANITA CARRIÓN SALAS",,TOMAS.CARRIÓN@llimail.kom,TOMAS.CARRIÓN@lamejor.cl
19169726,7,"MILEN PÍA",SANTOLAYA,TENASEN,"MILEN PÍA SANTOLAYA TENASEN",,MILEN.SANTOLAYA@llimail.kom,MILEN.SANTOLAYA@lamejor.cl
17706554,9,"BARBARA LUKAS",BREVIS,PERALINO,"BARBARA LUKAS BREVIS PERALINO",,BARBARA.BREVIS@llimail.kom,BARBARA.BREVIS@lamejor.cl
12402458,4,"SOPHIA RAFAEL",ZEGARRA,ALIAGA,"SOPHIA RAFAEL ZEGARRA ALIAGA",,SOPHIA.ZEGARRA@llimail.kom,SOPHIA.ZEGARRA@lamejor.cl
20115257,8,"GÉNESIS LESLIE",MANQUECURA,AGUILERA,"GÉNESIS LESLIE MANQUECURA AGUILERA",,GÉNESIS.MANQUECURA@llimail.kom,GÉNESIS.MANQUECURA@lamejor.cl
13942986,1,"CÉSAR JASMIN",ACEVEDO,CELIS,"CÉSAR JASMIN ACEVEDO CELIS",,CÉSAR.ACEVEDO@llimail.kom,CÉSAR.ACEVEDO@lamejor.cl
17049117,0,"JOYLETT YURI",ROJAS,DOMÍNGUEZ,"JOYLETT YURI ROJAS DOMÍNGUEZ",,JOYLETT.ROJAS@llimail.kom,JOYLETT.ROJAS@lamejor.cl
20553059,1,"JAMILETT CRISS",BRIONES,ARTAL,"JAMILETT CRISS BRIONES ARTAL",,JAMILETT.BRIONES@llimail.kom,JAMILETT.BRIONES@lamejor.cl
18281254,2,"EDUARDO ZAHIR",MARIAS,ZAMBRANO,"EDUARDO ZAHIR MARIAS ZAMBRANO",,EDUARDO.MARIAS@llimail.kom,EDUARDO.MARIAS@lamejor.cl
21506510,4,"YULISA BIANCA",AREVALO,FERRUFINO,"YULISA BIANCA AREVALO FERRUFINO",,YULISA.AREVALO@llimail.kom,YULISA.AREVALO@lamejor.cl
13373279,6,"VÍCTOR NATALY",OSSANDÓN,AVILA,"VÍCTOR NATALY OSSANDÓN AVILA",,VÍCTOR.OSSANDÓN@llimail.kom,VÍCTOR.OSSANDÓN@lamejor.cl
14454496,3,"JORGE ANGELINA",QUINTERO,"SAN MARTÍN","JORGE ANGELINA QUINTERO SAN MARTÍN",,JORGE.QUINTERO@llimail.kom,JORGE.QUINTERO@lamejor.cl
19786512,0,"JOCELYN IKER",POCH,HUERTA,"JOCELYN IKER POCH HUERTA",,JOCELYN.POCH@llimail.kom,JOCELYN.POCH@lamejor.cl
18366775,7,"JAVIERA ARACELY",ROMÁN,THIELEMANN,"JAVIERA ARACELY ROMÁN THIELEMANN",,JAVIERA.ROMÁN@llimail.kom,JAVIERA.ROMÁN@lamejor.cl
12899574,6,"ISADORA ANAHI",NAVIA,BASCUÑÁN,"ISADORA ANAHI NAVIA BASCUÑÁN",,ISADORA.NAVIA@llimail.kom,ISADORA.NAVIA@lamejor.cl
15343813,9,"FLORENCIA LUKAS",CAQUILPÁN,MARILAO,"FLORENCIA LUKAS CAQUILPÁN MARILAO",,FLORENCIA.CAQUILPÁN@llimail.kom,FLORENCIA.CAQUILPÁN@lamejor.cl
12639926,0,"VANNEY MAGNO",PASTEN,ARIAS,"VANNEY MAGNO PASTEN ARIAS",,VANNEY.PASTEN@llimail.kom,VANNEY.PASTEN@lamejor.cl
17655061,2,"FRANCHESCA IGNACIO",ERAZO,ITURRIAGA,"FRANCHESCA IGNACIO ERAZO ITURRIAGA",,FRANCHESCA.ERAZO@llimail.kom,FRANCHESCA.ERAZO@lamejor.cl
19900673,8,"FELIPE GABRIELA",VÉLIZ,ELGUETA,"FELIPE GABRIELA VÉLIZ ELGUETA",,FELIPE.VÉLIZ@llimail.kom,FELIPE.VÉLIZ@lamejor.cl
13248534,1,"ANAVÌ STOIAN",ARCOS,GROS,"ANAVÌ STOIAN ARCOS GROS",,ANAVÌ.ARCOS@llimail.kom,ANAVÌ.ARCOS@lamejor.cl
15403277,2,"KALED VANESA",ANDRIANOFF,PAINEFIL,"KALED VANESA ANDRIANOFF PAINEFIL",,KALED.ANDRIANOFF@llimail.kom,KALED.ANDRIANOFF@lamejor.cl
12675350,0,"SILVIA VALENTINA",CARMONA,NOVOA,"SILVIA VALENTINA CARMONA NOVOA",,SILVIA.CARMONA@llimail.kom,SILVIA.CARMONA@lamejor.cl
21651921,0,"PAOLA ANA",RUBILAR,BENÍTEZ,"PAOLA ANA RUBILAR BENÍTEZ",,PAOLA.RUBILAR@llimail.kom,PAOLA.RUBILAR@lamejor.cl
20895377,0,"FRANCOISE DENISE",FARÍAS,CÉSPEDES,"FRANCOISE DENISE FARÍAS CÉSPEDES",,FRANCOISE.FARÍAS@llimail.kom,FRANCOISE.FARÍAS@lamejor.cl
21435327,7,"MAIRA ARMANDO",MEHECH,CARRASQUERO,"MAIRA ARMANDO MEHECH CARRASQUERO",,MAIRA.MEHECH@llimail.kom,MAIRA.MEHECH@lamejor.cl
15521331,7,"FLORENCIA CONSTANZA",NAVARRETE,AGUIRRE,"FLORENCIA CONSTANZA NAVARRETE AGUIRRE",,FLORENCIA.NAVARRETE@llimail.kom,FLORENCIA.NAVARRETE@lamejor.cl
17621534,2,"DINA GUIDO",PINTO,CERDA,"DINA GUIDO PINTO CERDA",,DINA.PINTO@llimail.kom,DINA.PINTO@lamejor.cl
19016433,K,"IGNACIA JONATHAN",BARRIOS,ACOSTA,"IGNACIA JONATHAN BARRIOS ACOSTA",,IGNACIA.BARRIOS@llimail.kom,IGNACIA.BARRIOS@lamejor.cl
15392064,5,"GENESIS JUSTIN",ROCA,MAULÉN,"GENESIS JUSTIN ROCA MAULÉN",,GENESIS.ROCA@llimail.kom,GENESIS.ROCA@lamejor.cl
15655027,8,"ABRAHAM MAGDALENA",CÁCERES,CARO,"ABRAHAM MAGDALENA CÁCERES CARO",,ABRAHAM.CÁCERES@llimail.kom,ABRAHAM.CÁCERES@lamejor.cl
13869573,4,"ALEJANDRO GASPAR",VIDAL,SOTOMAYOR,"ALEJANDRO GASPAR VIDAL SOTOMAYOR",,ALEJANDRO.VIDAL@llimail.kom,ALEJANDRO.VIDAL@lamejor.cl
20065131,1,"ESTEFANIE JOSSELYN",ADAOS,"DEL VALLE","ESTEFANIE JOSSELYN ADAOS DEL VALLE",,ESTEFANIE.ADAOS@llimail.kom,ESTEFANIE.ADAOS@lamejor.cl
15079186,5,"ANAHIS DIRCEN",ARAYA,ORDENES,"ANAHIS DIRCEN ARAYA ORDENES",,ANAHIS.ARAYA@llimail.kom,ANAHIS.ARAYA@lamejor.cl
20177452,3,"IVAN GUILLANA",TROYA,REYES,"IVAN GUILLANA TROYA REYES",,IVAN.TROYA@llimail.kom,IVAN.TROYA@lamejor.cl
15456978,5,"IVANNA NELSON",CEDAS,LABBÉ,"IVANNA NELSON CEDAS LABBÉ",,IVANNA.CEDAS@llimail.kom,IVANNA.CEDAS@lamejor.cl
15466419,1,"ISRAEL CRISTINA",NAVIA,HINOJOSA,"ISRAEL CRISTINA NAVIA HINOJOSA",,ISRAEL.NAVIA@llimail.kom,ISRAEL.NAVIA@lamejor.cl
12472383,K,"NAWEL TYARE",SANTOS,VILLAR,"NAWEL TYARE SANTOS VILLAR",,NAWEL.SANTOS@llimail.kom,NAWEL.SANTOS@lamejor.cl
19330896,1,"CHRISTOPHER NAYEN",ARRIAGADA,LEMUS,"CHRISTOPHER NAYEN ARRIAGADA LEMUS",,CHRISTOPHER.ARRIAGADA@llimail.kom,CHRISTOPHER.ARRIAGADA@lamejor.cl
16422606,6,"ROMÁN NOEMI",MILLAR,ABARZA,"ROMÁN NOEMI MILLAR ABARZA",,ROMÁN.MILLAR@llimail.kom,ROMÁN.MILLAR@lamejor.cl
17295577,7,"JOSÉ TERESA",LEHMANN,TAMBLAY,"JOSÉ TERESA LEHMANN TAMBLAY",,JOSÉ.LEHMANN@llimail.kom,JOSÉ.LEHMANN@lamejor.cl
19569960,6,"DEMIAN YERAY",ARCOS,UTRERAS,"DEMIAN YERAY ARCOS UTRERAS",,DEMIAN.ARCOS@llimail.kom,DEMIAN.ARCOS@lamejor.cl
12520557,0,"ANGELINA PAOLA",ALQUINTA,HUIRCAPÁN,"ANGELINA PAOLA ALQUINTA HUIRCAPÁN",,ANGELINA.ALQUINTA@llimail.kom,ANGELINA.ALQUINTA@lamejor.cl
17288343,1,"GIANITZA VERIOSKA",PADILLA,REVECO,"GIANITZA VERIOSKA PADILLA REVECO",,GIANITZA.PADILLA@llimail.kom,GIANITZA.PADILLA@lamejor.cl
20523909,K,"ANNIEL CELINDA",ANDREO,VILLAGRÁN,"ANNIEL CELINDA ANDREO VILLAGRÁN",,ANNIEL.ANDREO@llimail.kom,ANNIEL.ANDREO@lamejor.cl
19237943,2,"NATANAEL LYNDA",ENRIONE,TARIFEÑO,"NATANAEL LYNDA ENRIONE TARIFEÑO",,NATANAEL.ENRIONE@llimail.kom,NATANAEL.ENRIONE@lamejor.cl
15228871,5,"SOFIA CRISTIÁN",JIMÉNEZ,CAZAUX,"SOFIA CRISTIÁN JIMÉNEZ CAZAUX",,SOFIA.JIMÉNEZ@llimail.kom,SOFIA.JIMÉNEZ@lamejor.cl
13637522,7,"ISIDORA CATALINA",CANDIA,TRUJILLOS,"ISIDORA CATALINA CANDIA TRUJILLOS",,ISIDORA.CANDIA@llimail.kom,ISIDORA.CANDIA@lamejor.cl
13700790,5,"CLAUDIO JOSEPHA",PORTALIER,QUINTREQUEO,"CLAUDIO JOSEPHA PORTALIER QUINTREQUEO",,CLAUDIO.PORTALIER@llimail.kom,CLAUDIO.PORTALIER@lamejor.cl
19393080,8,"SOL ABRAHAM",ZAMORANO,HASBÚN,"SOL ABRAHAM ZAMORANO HASBÚN",,SOL.ZAMORANO@llimail.kom,SOL.ZAMORANO@lamejor.cl
13352756,4,"GUILLANA STEVEN",OPAZO,LAFUENTE,"GUILLANA STEVEN OPAZO LAFUENTE",,GUILLANA.OPAZO@llimail.kom,GUILLANA.OPAZO@lamejor.cl
21540070,4,"TERESA ANGELICA",PAREDES,PATALA,"TERESA ANGELICA PAREDES PATALA",,TERESA.PAREDES@llimail.kom,TERESA.PAREDES@lamejor.cl
16385057,7,"DHAMARI SAMUEL",SÁEZ,ALMENDRAS,"DHAMARI SAMUEL SÁEZ ALMENDRAS",,DHAMARI.SÁEZ@llimail.kom,DHAMARI.SÁEZ@lamejor.cl
18328215,8,"YACIARA CRISS",JOCIC,FUENTES,"YACIARA CRISS JOCIC FUENTES",,YACIARA.JOCIC@llimail.kom,YACIARA.JOCIC@lamejor.cl
18260957,K,"VALENTINA ODETTE",KUHNOW,MAUREIRA,"VALENTINA ODETTE KUHNOW MAUREIRA",,VALENTINA.KUHNOW@llimail.kom,VALENTINA.KUHNOW@lamejor.cl
21564774,8,"ANAHIS AUDYCH",HERNANDEZ,CRESPO,"ANAHIS AUDYCH HERNANDEZ CRESPO",,ANAHIS.HERNANDEZ@llimail.kom,ANAHIS.HERNANDEZ@lamejor.cl
12371389,5,"VICTOR DAYARETH",GIRALDO,YÉVENES,"VICTOR DAYARETH GIRALDO YÉVENES",,VICTOR.GIRALDO@llimail.kom,VICTOR.GIRALDO@lamejor.cl
13969489,5,"ELENA PATRICIA",DROGUETT,VIDAL,"ELENA PATRICIA DROGUETT VIDAL",,ELENA.DROGUETT@llimail.kom,ELENA.DROGUETT@lamejor.cl
21420744,4,"CARLA CATARÍ",RUIZ,BELTRÁN,"CARLA CATARÍ RUIZ BELTRÁN",,CARLA.RUIZ@llimail.kom,CARLA.RUIZ@lamejor.cl
14312279,0,"HANAAN DAREM",MELLADO,MONDACA,"HANAAN DAREM MELLADO MONDACA",,HANAAN.MELLADO@llimail.kom,HANAAN.MELLADO@lamejor.cl
21603119,5,"ALEX LAURA",PARRAGUEZ,JILBERTO,"ALEX LAURA PARRAGUEZ JILBERTO",,ALEX.PARRAGUEZ@llimail.kom,ALEX.PARRAGUEZ@lamejor.cl
18345273,6,"YANET KATHERINE",DINAMARCA,ESCUDERO,"YANET KATHERINE DINAMARCA ESCUDERO",,YANET.DINAMARCA@llimail.kom,YANET.DINAMARCA@lamejor.cl
20472610,4,"VENUS CLAUDIO",CARO,FAJARDO,"VENUS CLAUDIO CARO FAJARDO",,VENUS.CARO@llimail.kom,VENUS.CARO@lamejor.cl
17827035,8,"LISBETH CRISTOPHER",QUIERO,LISBOA,"LISBETH CRISTOPHER QUIERO LISBOA",,LISBETH.QUIERO@llimail.kom,LISBETH.QUIERO@lamejor.cl
15517300,0,"KIAYRA CLAUDIO",LEPE,MELLA,"KIAYRA CLAUDIO LEPE MELLA",,KIAYRA.LEPE@llimail.kom,KIAYRA.LEPE@lamejor.cl
21455902,5,"SUSANA CATARÍ",FERRUFINO,ACUÑA,"SUSANA CATARÍ FERRUFINO ACUÑA",,SUSANA.FERRUFINO@llimail.kom,SUSANA.FERRUFINO@lamejor.cl
17308200,9,"JEYSON DAYARETH","DE CASO",PINTO,"JEYSON DAYARETH DE CASO PINTO",,"JEYSON.DE CASO@llimail.kom","JEYSON.DE CASO@lamejor.cl"
16636976,7,"LUISA TATIANA",IBARRA,COLLAO,"LUISA TATIANA IBARRA COLLAO",,LUISA.IBARRA@llimail.kom,LUISA.IBARRA@lamejor.cl
19692852,1,"VICTORIA JOVANNY",MORAGA,MAUREIRA,"VICTORIA JOVANNY MORAGA MAUREIRA",,VICTORIA.MORAGA@llimail.kom,VICTORIA.MORAGA@lamejor.cl
15693890,9,"LUIS YAZÍD",MIÑO,CROS,"LUIS YAZÍD MIÑO CROS",,LUIS.MIÑO@llimail.kom,LUIS.MIÑO@lamejor.cl
18382230,1,"GÉNESIS DENISSE",TORRES,ROCA,"GÉNESIS DENISSE TORRES ROCA",,GÉNESIS.TORRES@llimail.kom,GÉNESIS.TORRES@lamejor.cl
20353254,3,"MARIBEL ÁLVARO",VERDAGUER,MUSSO,"MARIBEL ÁLVARO VERDAGUER MUSSO",,MARIBEL.VERDAGUER@llimail.kom,MARIBEL.VERDAGUER@lamejor.cl
19359057,K,"IRINA HOMERO",LUPPICHINI,BUONO-CORE,"IRINA HOMERO LUPPICHINI BUONO-CORE",,IRINA.LUPPICHINI@llimail.kom,IRINA.LUPPICHINI@lamejor.cl
13335827,5,"ALEXANDRA DANIA",FIERRO,ENRIONE,"ALEXANDRA DANIA FIERRO ENRIONE",,ALEXANDRA.FIERRO@llimail.kom,ALEXANDRA.FIERRO@lamejor.cl
20317853,2,"KEPLER JEFFERSON",ROCA,CRUZ,"KEPLER JEFFERSON ROCA CRUZ",,KEPLER.ROCA@llimail.kom,KEPLER.ROCA@lamejor.cl
16890245,6,"NIARUS CELENE",KASYD,VÁSQUEZ,"NIARUS CELENE KASYD VÁSQUEZ",,NIARUS.KASYD@llimail.kom,NIARUS.KASYD@lamejor.cl
20974598,8,"ALMENDRA JOSHUA",AREYUNA,ALTAMIRANO,"ALMENDRA JOSHUA AREYUNA ALTAMIRANO",,ALMENDRA.AREYUNA@llimail.kom,ALMENDRA.AREYUNA@lamejor.cl
16420170,4,"FRANCHESCA YMANOOL",RIPETI,CASTILLO,"FRANCHESCA YMANOOL RIPETI CASTILLO",,FRANCHESCA.RIPETI@llimail.kom,FRANCHESCA.RIPETI@lamejor.cl
20984030,9,"ISIDORA NAWEL",LEHMANN,MUÑOZ,"ISIDORA NAWEL LEHMANN MUÑOZ",,ISIDORA.LEHMANN@llimail.kom,ISIDORA.LEHMANN@lamejor.cl
20784141,3,"ANASTASIA PAULINA",APAZA,ZARRICUETA,"ANASTASIA PAULINA APAZA ZARRICUETA",,ANASTASIA.APAZA@llimail.kom,ANASTASIA.APAZA@lamejor.cl
16153326,2,"HOMERO MACARENA",VALENZUELA,GUZMÁN,"HOMERO MACARENA VALENZUELA GUZMÁN",,HOMERO.VALENZUELA@llimail.kom,HOMERO.VALENZUELA@lamejor.cl
15480174,5,"GONZALO JOSÉ",CAVADA,CARRILLO,"GONZALO JOSÉ CAVADA CARRILLO",,GONZALO.CAVADA@llimail.kom,GONZALO.CAVADA@lamejor.cl
21331518,9,"HELLEN PASCAL",FARÍAS,SANI,"HELLEN PASCAL FARÍAS SANI",,HELLEN.FARÍAS@llimail.kom,HELLEN.FARÍAS@lamejor.cl
21190795,3,"GUILLANA SLOMICH",TENASEN,ARAOS,"GUILLANA SLOMICH TENASEN ARAOS",,GUILLANA.TENASEN@llimail.kom,GUILLANA.TENASEN@lamejor.cl
20066451,7,"YASSEL IVAN",URBINA,CARVAJAL,"YASSEL IVAN URBINA CARVAJAL",,YASSEL.URBINA@llimail.kom,YASSEL.URBINA@lamejor.cl
12838156,0,"MARIBEL JUAN",BELLO,BECAR,"MARIBEL JUAN BELLO BECAR",,MARIBEL.BELLO@llimail.kom,MARIBEL.BELLO@lamejor.cl
17178231,6,"ANTONIA KARIN",SERRANO,NAVEAS,"ANTONIA KARIN SERRANO NAVEAS",,ANTONIA.SERRANO@llimail.kom,ANTONIA.SERRANO@lamejor.cl
20936761,7,"CLAUDIO YAZÍD",QUIERO,DOMÍNGUEZ,"CLAUDIO YAZÍD QUIERO DOMÍNGUEZ",,CLAUDIO.QUIERO@llimail.kom,CLAUDIO.QUIERO@lamejor.cl
